"name","is_subjective","text"
2525,0,"this includes never-before-seen images of tests of modified v-1s at point mugu naval air station , and the flight test program for regulus at edwards air force base in 1950 . "
2526,1,"there's really only one good idea in this movie , but the director runs with it and presents it with an unforgettable visual panache . "
2527,0,"his good looks , charm and overwhelming confidence captured the eye of screen legend norma shearer , who offered him a film role . "
2528,0,"now he is out , to finally get his cut of the money and reunite with his family , or at least avenge the damage done . "
2530,1,"just too silly and sophomoric to ensnare its target audience . "
2532,0,"shot independently over a 24-hour period , the film is first a witness to the fall of the twin towers , as a line of fire and a buckle in the armature signal imminent collapse . "
2534,0,"throughout their journey they survive gun battles , vicious hand to hand fighting , vision blurring car chases and a heart stopping train wreck hundreds of feet above a rocky gorge . "
2537,0,"and then a body turns up on cape cod . . . "
2539,1,"the problem is that rather than dramatizing this premise , mr . desplechin is content to state it . "
2541,0,"their world comes crashing down after one of the girls is murdered by a blackmail victim . "
2543,0,"before he can complete his task he meets a young women d&#218 ; a ( margr&#233 ; t vilhj&#225 ; lmsd&#243 ; ttir ) who he believes might be his daughter . "
2544,0,"there is a knock on the door and harry forces mitchell to 'wait' in the closet , and not to make a sound . "
2545,1,"like its two predecessors , 1983's koyaanisqatsi and 1988's powaqqatsi , the cinematic collage naqoyqatsi could be the most navel-gazing film ever . "
2548,0,"finnur , a 9 year old boy , finds his way to j&#243 ; hanns world and they develop a special friendship . "
2549,0,"a light-hearted and high-spirited story , full of spice , sensuality and romance , viva zapato tells the tale of dolores , a beautiful cuban dancer who decides to leave her failing marriage and open a restaurant by the beach with her aunt from brazil . "
2550,1,"it's like a vintage automobile that sometimes runs smoothly , and sometimes lurches and sputters . but it never quite stalls . "
2551,1,"the chateau cleverly probes the cross-cultural differences between gauls and yanks . "
2553,1,"it's all gratuitous before long , as if schwentke were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story . "
2554,0,"in stunning color film noir , with munich germany , as the backdrop , this is the amazing story of one man and one woman against the odds . "
2555,1,"in a strange way , egoyan has done too much . he's worked too hard on this movie . "
2556,0,"the young man looks for comfort in his father , but he's to occupied with winning the eurovision song contest . "
2559,0,"underachieving misfits pete and lanny are wannabe "" gangsta rappers , "" who find the constraints of suburbia stifling to their artistic goals . "
2560,1,"marlon brando has the godfather , laurence olivier has hamlet , and now tim allen has . . . santa claus . "
2561,0,"the film follows fictional movie star gray evans through the disintegration of his marriage , his gradual mental breakdown , and his increasing obsession with a young film student who reminds gray of his own life before becoming famous . "
2563,1,"an erotic thriller that's neither too erotic nor very thrilling , either . "
2565,1,"[russell] makes good b movies ( the mask , the blob ) , and the scorpion king more than ably meets those standards . "
2566,0,"becoming fast friends , they soon both moved with their families near coney island , where they became active community leaders . "
2568,1,"in this refreshingly shameless celebration of money and expensive stuff , director kevin bray grabs every retro action-film cliché . "
2569,1,"this sade is hardly a perverse , dangerous libertine and agitator -- which would have made for better drama . he's just a sad aristocrat in tattered finery , and the film seems as deflated as he does . "
2571,0,"lauren hynde ( shannyn sossamon ) is technically a virgin . "
2572,1,"it's a glorious groove that leaves you wanting more . "
2574,1,"aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even better . "
2575,0,"now even that joy will be stripped away as his son prepares to place him in a nursing home . "
2576,1,"more than simply a portrait of early extreme sports , this peek into the 1970s skateboard revolution is a skateboard film as social anthropology . . . "
2577,0,"little does he know , he is investigating some of the biggest events of the star wars saga , as he finds out that there is a connection between the assassination attempts and a separtists movement led by a former jedi ( christopher lee ) against the republic . "
2578,1,"the film succeeds as an homage to human spirit in the most shattering of circumstances . "
2579,0,"he's lost his super powers , and it will take all of bachelorman's skill and cunning to get his lois lane back . "
2580,1,"it's so badly made on every level that i'm actually having a hard time believing people were paid to make it . "
2581,1,"if you love motown music , you'll love this documentary . "
2582,0,"matt was drunk and as he reached for the car radio , he struck the girl as she crossed the road . "
2583,0,"welcome to peoplemovin . com , a leader in america's transient workforce , more commonly known as temporary employment . "
2584,1,"a charming , vibrant , if under-edited adaptation of v . s . naipaul's genially cynical novel . "
2585,1,"although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel . "
2586,1,""
2587,1,"you really have to salute writer-director haneke ( he adapted elfriede jelinek's novel ) for making a film that isn't nearly as graphic but much more powerful , brutally shocking and difficult to watch . "
2589,1,"this director's cut -- which adds 51 minutes -- takes a great film and turns it into a mundane soap opera . "
2590,0,"aka birdseye is the saga of an obsessive colorado sheriff and his trusting teenage son , who risk it all when their twisted reconstruction of a mysterious kidnapping case escalates into a dangerous hunt for a mythical swiss criminal . "
2591,1,"stevens' vibrant creative instincts are the difference between this and countless other flicks about guys and dolls . "
2592,1,"the sequel is everything the original was not : contrived , overblown and tie-in ready . "
2593,1,"birthday girl is an amusing joy ride , with some surprisingly violent moments . "
2594,0,"it is not until the story reaches its conclusion , does the old man discover the surprising truth about his son and himself . "
2596,1,"the editing is chaotic , the photography grainy and badly focused , the writing unintentionally hilarious , the direction unfocused , the performances as wooden . "
2597,1,"mocking kung fu pictures when they were a staple of exploitation theater programming was witty . mocking them now is an exercise in pointlessness . "
2599,0,"a team of scientists is recruited in a crash project to send a ship and bomb into the center of the earth to prevent the catastrophe . "
2600,1,"it's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible . "
2601,1,"mib ii is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and/or restroom and not feel as if he or she has missed anything . that's because relatively nothing happens . "
2602,0,"the mutation , however , remains dormant , and is passed on to his son , bruce . "
2603,0,"but this time , lucy , instead of thinking of herself first is able to comfort dante and forgive his momentary rage . "
2604,1,"an operatic , sprawling picture that's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length . "
2605,1,"for this sort of thing to work , we need agile performers , but the proficient , dull sorvino has no light touch , and rodan is out of his league . "
2608,1," "" 13 conversations "" holds its goodwill close , but is relatively slow to come to the point . "
2611,1,"it's very thoughtful and it's the kind of movie you have to discuss afterwards . "
2615,1,"davis has energy , but she doesn't bother to make her heroine's book sound convincing , the gender-war ideas original , or the comic scenes fly . "
2616,0,"nevertheless , carlos puts his artistic aspirations on hold to take over the store and care for his father . "
2617,0,"her lover , a psychiatrist twice her age , becomes twisted in sarah's sordid plot to kill her husband for his large inheritance . "
2622,1,"this isn't a good movie ; this isn't a bad movie . this is a movie that dispenses with the whole good/bad paradigm and exists on its own plane of reality . "
2623,1,"queen of the damned as you might have guessed , makes sorry use of aaliyah in her one and only starring role -- she does little here but point at things that explode into flame . "
2626,0,"after he's dumped on valentine's day by mallory , his girlfriend of three years , charlie finds himself obsessed and unable to live a normal life without her . "
2628,0,"what if your most controversial act turned out to be the most traditional thing in the world ? "
2629,0,"his emotionally wrenching and often humorous long first night back ends in a mutually relentless swordfight with his prospective brother-in-law that forces him into coming to terms with his loss . "
2632,0,"the murdered psychiatrist's former boyfriend quickly becomes the prime suspect , a fanatical character named choi . "
2634,0,"when blake is initiated , he agrees to abide by the three cardinal rules : share your spirit , body and soul with others ; devote your life to saving homeless kids ; and never leave unless the master casts you out . "
2636,0,"shortly after the arrival of the rehab escapees , luck shoots and kills salo jr . and his wife . "
2637,1,"it's [ricci's] best work yet , this girl-woman who sincerely believes she can thwart the world's misery with blind good will . "
2638,0,"while conquering the drug world , kilo falls in love with a local latina girl who quickly becomes pregnant . "
2639,1,"a tour de force drama about the astonishingly pivotal role of imagination in the soulful development of two rowdy teenagers . "
2640,1,"in its dry and forceful way , it delivers the same message as jiri menzel's closely watched trains and danis tanovic's no man's land . "
2641,1,"it's one heck of a character study -- not of hearst or davies but of the unique relationship between them . "
2642,0,"having an affair with his girlfriend's professor forces him to make difficult decisions about love , friendship , career , and the direction his life should take . "
2643,1,"my wife is an actress is an utterly charming french comedy that feels so american in sensibility and style it's virtually its own hollywood remake . "
2644,0,"for oscar , diane is somewhat of a distraction , as his continued pursuit of eve leads to an unexpected resolution . "
2646,1,"the result is good gossip , entertainingly delivered , yet with a distinctly musty odour , its expiry date long gone . "
2647,0,"the internment of 120 , 000 innocent people was a dark moment in the history of this country . "
2648,0,"told in flashback as danny reviews the razor eaters' videos , we see the spiralling rampage through two perspectives ( and two formats ) as danny and the razor eaters eventually collide in a thrilling , suspenseful climax . "
2650,0,"finally , the purity of arvasu and nittilai's love brings salvation to the land . "
2651,1,"a clichéd and shallow cautionary tale about the hard-partying lives of gay men . "
2653,0,"but billy's not into him ^&#214 ; he's in love with sonny , a musician into sm . "
2657,1," . . . there's enough cool fun here to warm the hearts of animation enthusiasts of all ages . "
2658,1,"this is the kind of movie during which you want to bang your head on the seat in front of you , at its cluelessness , at its idiocy , at its utterly misplaced earnestness . "
2659,1,"by turns gripping , amusing , tender and heart-wrenching , laissez-passer has all the earmarks of french cinema at its best . "
2660,0,"francis , an exceptional artist whose imaginative forays into a fictional universe of good and evil fill his notebooks with comic-book imagery , creates a netherworld of superhero alter egos for the two boys . "
2661,1,"carion relies on a gesture or passages of silence to get his point across ; it's a technique that packs a greater emotional punch than a tidy , hollywood-style monologue ever would . "
2662,1,"worthless , from its pseudo-rock-video opening to the idiocy of its last frames . "
2663,0,"as they become jaded by watching these brutal fights , and betting becomes boring , the bosses realize that they need to take the fights to a new limit . "
2664,1,"at times , the suspense is palpable , but by the end there's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential . "
2665,1,"the far future may be awesome to consider , but from period detail to matters of the heart , this film is most transporting when it stays put in the past . "
2666,0,"unlike the rest , she didn't vanish forever from history . "
2668,0,"thus , it is only natural that kyle begins a steady decline towards becoming one of the monsters he despises . "
2669,0,"the issue at hand is animal testing , which elle becomes concerned about when the parents of her dog can't attend the pet's wedding because of it . "
2671,1,"before it takes a sudden turn and devolves into a bizarre sort of romantic comedy , steven shainberg's adaptation of mary gaitskill's harrowing short story . . . is a brilliantly played , deeply unsettling experience . "
2672,0,"his family decides to go back on a holiday to india for 2 weeks , when tina discovers the truth about pooja's e-mails , they decide together that tina will play along with the charade . "
2673,0,"jolynn is convinced her clock is ticking and is dead set on making dave hear it--and on making dave do the laundry . "
2674,1,"a skillfully made example of your typical schwarzenegger action film . "
2675,0,"as the police investigate and suspect is arrested , we discover that joe knows more than he is letting on . "
2676,1,"underachieves only in not taking the shakespeare parallels quite far enough . "
2677,0,"he stands at the window and struggles to understand why his mother will not stop smoking , even after being diagnosed with emphysema . "
2679,0,"when investigative reporter , chase somete and her team are on a trail of uncovering this organized fight ring , suk is torn between protecting the only family he knows , and defending the person who can bring him down . "
2680,0,"women craved him and men wanted to be him . "
2683,0,"emerging from the human psyche and showing characteristics of abstract expressionism , minimalism and russian constructivism , graffiti removal has secured its place in the history of modern art while being created by artists who are unconscious of their artistic achievements . "
2685,1,"throughout all the tumult , a question comes to mind : so why is this so boring ? "
2687,0,"living in a hidden illegal migrant camp in southern california with her brother and sister , evelia becomes a witness to murder involving international spies . "
2688,1,"it's impossible to duplicate the shock of the 11-year-old lambs , but the new film succeeds at creating nerve-tightening moments of suspense . "
2689,1,"after an uncertain start , murder hits and generally sustains a higher plateau with bullock's memorable first interrogation of gosling . "
2690,0,"a young man is found bruised , beaten and stumbling down a secluded road . "
2691,0,"there's also a local detective ( swank ) who is conducting her own personal investigation . . . "
2692,0," "" secondhand lions "" follows the comedic adventures of an introverted boy ( osment ) left on the doorstep of a pair of reluctant , eccentric great-uncles ( caine and duvall ) , whose exotic remembrances stir the boy's spirit and re-ignite the men's lives . "
2693,0,"would anyone believe mary and joe's claim to abstinence ? "
2694,0,"he dumped her right after he got what he wanted without any explanation . "
2695,1,"a belgian gem on the twilight existence of four sisters of a certain age drawn together reluctantly by the need to care for one of their number . "
2697,0,"after running circles , dave , trudy , and jolynn find with the light of a new day the lives they been meaning to live . "
2699,0,"yeah , she's been hanging with some pretty freaky people and she's tired of their crazy scene and wants out . "
2700,1,"it might be 'easier' to watch on video at home , but that shouldn't stop die-hard french film connoisseurs from going out and enjoying the big-screen experience . "
2702,1,"a profoundly stupid affair , populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility . "
2703,0,"in betsy , she finds a dark mirror of herself - a lonely , angry , complex woman whose own troubled past proves disturbingly close to her own . "
2704,1,"by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut-bustingly funny and crushingly depressing . "
2706,1,"offers 102 minutes of breezy , occasionally very funny entertainment . "
2708,1,"viewers of barney's crushingly self-indulgent spectacle will see nothing in it to match the ordeal of sitting through it . "
2709,1,"little incidents pile up , and eventually what was strange becomes terrifying . "
2710,1,"less funny than it should be and less funny than it thinks it is . "
2711,0,"toledo arrives home and has a long conversation with ana , who constantly manifests a ridiculous desire of 'going out for a drink' . "
2712,1,"stuffed to the brim with ideas , american instigator michael moore's film is a rambling examination of american gun culture that uses his usual modus operandi of crucifixion through juxtaposition . "
2713,0,"especially one girl , isa , has to choose between two boys who are fighting against each other . "
2718,0,"in 1959 , berry gordy jr . gathered the best musicians from detroit's thriving jazz and blues scene to begin cutting songs for his new record company . "
2719,0,"woody allen plays val waxman , a film director , who was once big in the 1970's and 1980's , but has now has been reduced to directing tv commercials . "
2721,0,"torn between two worlds , trey hides from his discomfort in an increasingly dangerous sexual addiction that threatens to destroy not only his new startup ideas , it may destroy his life . "
2722,0,"but things take a turn for the worst when sheldon finds out that some of the people that he works with , and some he doesn't know he's working for , are all in it for the money . "
2723,1,"nachtwey clears the cynicism right out of you . he makes you realize that deep inside righteousness can be found a tough beauty . "
2724,1,"with "" ichi the killer "" , takashi miike , japan's wildest filmmaker gives us a crime fighter carrying more emotional baggage than batman . . . "
2725,1,"how this one escaped the lifetime network i'll never know . "
2726,1,"watching living actors interact against the lush , studied inertia of the backdrops gives us the impression of history come to life , or statues magically transformed into living creatures . "
2729,0,"shaun brumder is a local surfer kid from orange county who dreams of going to stanford to become a writer and to get away from his disfunctional family household . "
2730,1,"so refreshingly incisive is grant that for the first time he'll probably appeal more to guys than to their girlfriends who drag them to this movie for the hugh factor . "
2731,0,"at the agency , instead of mr . right , laura meets miguel , who has all the signs of mr . wrong : he's a blue-collar , unpolished simple man . "
2732,1,"bernal . . . gives an ambiguous performance ; he's a lightweight actor , but that's a positive quality when portraying a man on whom nothing leaves a permanent mark . "
2734,0,"when danny's beloved grandfather dies , does his greed overcome his love ? "
2735,0,"the movie features veteran horror heroines leslie culton and jenny wallace , and actors john saenz and jonathan tabor . "
2737,0,"who is murdered &#38 ; who is the murderer . . . "
2738,0,"a mobster's wife is forced to confront her dark side when her young child is kidnapped and held for ransom . "
2739,1,"a forceful drama of an alienated executive who re-invents himself . "
2740,0,"we find elvis ( bruce campbell ) as an elderly resident in an east texas rest home , who switched identities with an elvis impersonator years before his "" death "" , then missed his chance to switch back . "
2742,1,"van wilder doesn't bring anything new to the proverbial table , but it does possess a coherence absent in recent crass-a-thons like tomcats , freddy got fingered , and slackers . "
2744,1," . . . the whole thing succeeded only in making me groggy . "
2745,1,"the acting alone is worth the price of admission . "
2746,1,"an 83 minute document of a project which started in a muddle , seesawed back and forth between controlling interests multiple times , then found its sweet spot"
2748,0,"both of them create the most important cofee plantation in cuba with a very special philosophy of the slave work and comunity . "
2750,0,"ever have one of those lifetimes where nothing seems to go right ? "
2751,1,"kirshner and monroe seem to be in a contest to see who can out-bad-act the other . ( kirshner wins , but it's close . ) "
2753,0,"a romantic comedy about a man , a woman , and their dogs . "
2755,0,"the rabbi refuses , but gives goldman peculiar advice on how to do away with her , setting into motion a series of unexpected events . "
2756,0,"add to the mix a sob sister , roxie's hapless husband amos , and a warm prison matron who watches out for her girls ( if there's something in it for her ) , and you have chicago . "
2757,0,"on this morning , johnny wakes to his mother's accusations that he has botched a simple scam , leaving them without enough money to payoff their inside man . "
2758,1,"it stars schticky chris rock and stolid anthony hopkins , who seem barely in the same movie . their contrast is neither dramatic nor comic -- it's just a weird fizzle . "
2759,1,"it's dark but has wonderfully funny moments ; you care about the characters ; and the action and special effects are first-rate . "
2760,1,"the film's final hour , where nearly all the previous unseen material resides , is unconvincing soap opera that tornatore was right to cut . "
2761,1,"if you open yourself up to mr . reggio's theory of this imagery as the movie's set . . . it can impart an almost visceral sense of dislocation and change . "
2763,1,"the most audacious , outrageous , sexually explicit , psychologically probing , pure libido film of the year has arrived from portugal . "
2764,1," "" the quiet american "" begins in saigon in 1952 . that's its first sign of trouble . "
2765,0,"when an older woman , mutt , an eccentric hustler with a heart , and her dog fort pass by , janey "" s solitude is forever changed . "
2766,1,"all ends well , sort of , but the frenzied comic moments never click . "
2768,1,"consider the title's clunk-on-the-head that suggests the overtime someone put in to come up with an irritatingly unimaginative retread concept . "
2770,0,"the two towers between mordor and isengard , barad-d&#250 ; r and orthanc , have united in their lust for destruction . "
2771,0,"the attorney leaves the scene of the accident and strands the salesman , causing him to miss his custody hearing . "
2772,0,"en este ambiente de violencia y pesimismo , salva y &#193 ; ngel , dos p&#237 ; caros de barrio , se ganan la vida mendigando en el metro para sus patatas bravas y sus verm&#250 ; s de grifo . "
2773,1,"its audacious ambitions sabotaged by pomposity , steven soderbergh's space opera emerges as a numbingly dull experience . "
2774,1,"the screenplay comes across , rather unintentionally , as hip-hop scooby-doo . "
2775,0,"dantes is imprisoned on the island prison of chateau d'lf for 13 years , where he plots revenge against those who betrayed him . "
2776,0,"going from worst to first , the team makes it to state , and jim is forced to live up to his end of the deal . "
2777,0,"a woman who has recently discovered that she is the daughter of angelo , a major mafia boss , decides to wreak vengeance when he is killed by a hitman . "
2778,0,"dealing with the aftermath of the 'accident' brings out the best and the worst in them . "
2779,0,"just before easter 2001 , a semi-trailer loaded with 40 , 000 bottles of beer crashed into the tweed river on the out skirts of the northern new south wales town of murwillumbah ( known as "" murbah "" to the locals ) . "
2780,1,"even when crush departs from the 4w formula . . . it feels like a glossy rehash . "
2782,0,"beautiful , gentle people of all color of skin surround her and care about her . "
2783,1,"herzog , a man of detail became enraptured with his subject and was unable to use his editing shears . "
2784,1,"the only upside to all of this unpleasantness is , given its labor day weekend upload , feardotcom should log a minimal number of hits . "
2785,0,"martin van zandt ( victor garber ) is assigned the unenviable task of investigating the crime and finding someone to hold responsible . "
2789,0,"the life story of the late graham chapman , legendary founding member of monty python . "
2790,1,"it's a decent glimpse into a time period , and an outcast , that is no longer accessible , but it doesn't necessarily shed more light on its subject than the popular predecessor . "
2791,1,"it doesn't seem like it's following a fixed path to the finish . unlike so many movies , it feels alive . "
2792,0,"epic myth becomes burning truth on the mountain of fire . "
2793,0,"the answer involves an insane florist , an irate fruit cart vendor , and a slimy lawyer named uncle stan . "
2794,0,"at his request , she puts him to death to end his suffering and is subsequently charged with murder . "
2798,1,"definitely funny stuff , but it's more of the 'laughing at' variety than the 'laughing with . '"
2799,0,"he goes to a small room downtown , where he finds some rich asian teenager punks who are slumming it in their own little kick pad . "
2801,0,"rachel is torn by her aversion to harper and her duty as an agent . "
2804,0,"but the day he does , he pulls one last detention duty with the toughest kids in the school . "
2805,0,"she gives frode a small monster puppet , which frode throws in the closet in his bedroom . "
2806,0,"amidst the ever continuous vitality of america , the color photograph , eve yearns for a stillness , a black and white print that will soothe her soul . "
2808,1,"meticulously uncovers a trail of outrageous force and craven concealment . "
2809,1,"it's almost impossible not to be moved by the movie's depiction of sacrifice and its stirring epilogue in post-soviet russia . "
2811,0,"his old friends and family members have changed , almost beyond recognition . "
2813,0,"niko prefers to pen his berlin tales on the counter of a funky bar behind the shark tank . "
2814,1,"this is a film living far too much in its own head . "
2816,0,"the kids go through many adventures as a result of taking the flag home . "
2818,0,"on the set he meets movie star and ex-cello-player inga ( fabienne babe ) - and the experience is bizarre spirited uplifting a com&#233 ; die humaine . "
2819,0,"meanwhile , wolverine heads north to investigate his past . "
2820,0,"louis is a struggling painter whose life is turned upside down when his wish comes true and he becomes trapped in his own paintings . "
2821,1,"it has the requisite faux-urban vibe and hotter-two-years-ago rap and r&b names and references . "
2823,1,"too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging . . . the isle defies an easy categorization . "
2824,1,"with an unflappable air of decadent urbanity , everett remains a perfect wildean actor , and a relaxed firth displays impeccable comic skill . "
2825,0,"awara paagal deewana is an action comedy , which revolves around a dentist who accidentally gets trapped into underworld and goes in for a roller coaster ride . "
2827,0,"but can it succeed against a seemingly stronger terminator ? "
2829,1,"opens as promising as any war/adventure film you'll ever see and dissolves into a routine courtroom drama , better suited for a movie titled "" glory : a soldier's story . "" "
2831,1,"a bit of a downer and a little over-dramatic at times , but this is a beautiful film for people who like their romances to have that french realism . "
2832,0,"ruled by instant gratification and material desires , they plot to steal a napoleon collection from one of their parents' homes . "
2834,1,"the entire movie is in need of a scented bath . "
2835,1,"kapur's contradictory feelings about his material result in a movie that works against itself . "
2836,0,"in the latino neighborhood of new york city's washington heights , two sons of immigrants one dominican , one irish wrestle with ambition and identity , only to discover that sometimes pursuing one's dreams comes at a heavy cost . "
2837,1,"there are just too many characters saying too many clever things and getting into too many pointless situations . where's the movie here ? "
2839,0,"the comet hale-bopp is shooting across the sky for the last time in 4000 years . "
2840,1,"ms . bennett is worth watching , and her story is weirdly detailed enough to prove once more that truth is too strange for good fiction . "
2841,1,"the color sense of stuart little 2 is its most immediate and most obvious pleasure , but it would count for very little if the movie weren't as beautifully shaped and as delicately calibrated in tone as it is . "
2842,0,"his model girl friend ( anne marie johnson ) immediately leaves him . "
2846,0,"toss in david's best friends a dying pre-op transsexual best friend and an aging , bitter , fag-hag journalist . "
2847,1,"good for a few unintentional laughs , "" extreme ops "" was obviously made for the "" xxx "" crowd , people who enjoy mindless action without the benefit of decent acting , writing , and direction . "
2848,0,"she meets noble , an endearing bundle of tragic flaws , and sparks fly between these two lost but likeable souls . "
2850,0,"using only a phone , a polaroid camera and his wits , he reclaims control over his life , transforming himself from pawn to puppet master in a wicked tale of revenge . "
2851,0,"in the end , will extreme dating lead to true love ? "
2852,1,"oscar wilde's masterpiece , the importance of being earnest , may be the best play of the 19th century . it's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker's movie adaptation . "
2853,0,"she hits her head badly , and dies in the hospital a little later . "
2854,1,"been there , done that , liked it much better the first time around - when it was called the professional . "
2855,0,"a senior at an elite college ( katie holmes ) , already under severe pressure to complete her thesis and land a prestigious job , must confront the sudden reappearance of her old boyfriend ( charlie hunnam ) , after his two year , unexplained absence . . . "
2856,1,"short and sweet , but also more than anything else slight… tadpole pulls back from the consequences of its own actions and revelations . "
2858,1,"solid , lump-in-the-throat family entertainment that derives its power by sticking to the facts . "
2859,0,"with nothing to go on but his dreams and gut instinct , vince launches into his own search for ellen . . . or is he really searching for sara ? "
2860,0,"his father , aglanar , was happy at his birth that he would have a strong and honorable son to carry on the traditions of the valley . "
2861,0,"with films like 'mouna ragam' , 'alaipayuthe' and now 'kannathil muthamittal' , maniratnam yet again proves that he is at his best when tackling human emotions and relationships . "
2862,0,"from that moment on nothing is as it was before . . . "
2865,1,"the film is small in scope , yet perfectly formed . "
2866,0,"shane bradley , who is fixated on ideas of luck and destiny , tries to win the girl of his dreams . "
2867,0,"dr . david gale , an advocate of eliminating the death penalty , is falsely accused of rape and murder . "
2868,0,"area k tells a story of arabs and jews who are struggling together to make a living from the sea in the midst of territorial bloodshed . "
2869,1,"there's a delightfully quirky movie to be made from curling , but brooms isn't it . "
2870,0,"amber ( madonna ) is 40 , beautiful , rich , spoiled , and arrogant beyond measure . "
2871,0,"unlike their sons , eddie and sean are immigrants , or children of immigrants , who have made peace with their unfulfilled dreams . "
2872,1,"notorious c . h . o . has oodles of vulgar highlights . "
2873,0,"tins is a glamour doll who is the one person who can help arjun get what he wants . "
2874,1,"jolie gives it that extra little something that makes it worth checking out at theaters , especially if you're in the mood for something more comfortable than challenging . "
2876,1,"passionate , irrational , long-suffering but cruel as a tarantula , helga figures prominently in this movie , and helps keep the proceedings as funny for grown-ups as for rugrats . "
2877,1,"first-time writer-director dylan kidd also has a good ear for dialogue , and the characters sound like real people . "
2878,0,"while in jail they usually have fights with the security guard , a overweight lunatic . "
2880,0,"with the police chasing him , pqd decides to go to s&#227 ; o paulo to see cac&#225 ; and prove his innocence . "
2881,1,"rumor , a muddled drama about coming to terms with death , feels impersonal , almost generic . "
2882,0,"and in the dogs , she finds lost pieces of herself as she fumbles with the leash to her own life - struggling to hold on as it pulls her toward a brighter future before her past catches up with her . "
2883,1,"secretary manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie . "
2884,0,"he hired angel . com to kill lui because lui opposed nunn's business plans , and also because nunn is carrying on a secret affair with lui's wife . "
2885,0,"however , just as velma's star fell , so does roxie's , when go-to-hell kitty arrives at the jail on a multiple murder charge , the press forget roxie and now she and velma are in the same boat . "
2886,1,"a distinctly mixed bag , the occasional bursts of sharp writing alternating with lots of sloppiness and the obligatory moments of sentimental ooze . "
2888,0,"when jonathan jordan gets divorced he's thrust back into the world of being a single mormon - a world who's ultimate goal is eternal marriage . "
2889,1,"kidd deals with lust and egoism the way a surgeon is interested in a tumor . he exposes ugly attitudes but maintains compassion for his mean-spirited subject . "
2890,1,"bullock's complete lack of focus and ability quickly derails the film"
2891,0,"marisa ventura ( lopez ) is a single mother born and bred in the boroughs of new york city , who works as a maid in a first-class manhattan hotel . "
2893,1,"so earnest and well-meaning , and so stocked with talent , that you almost forget the sheer , ponderous awfulness of its script . "
2894,1,"doesn't come close to justifying the hype that surrounded its debut at the sundance film festival two years ago . "
2895,1,"merely as a technical , logistical feat , russian ark marks a cinematic milestone . "
2896,1,"as it turns out , you can go home again . "
2897,0,"till the end of time , they will stay that way . "
2899,1,"the country bears wastes an exceptionally good idea . but the movie that doesn't really deliver for country music fans or for family audiences"
2900,0,"shahrul is a mechanic who also takes part in illegal bike racing . "
2901,1,"while not quite "" shrek "" or monsters , inc . "" , it's not too bad . it's worth taking the kids to . "
2903,0,"this could be lizzy's only chance to start a new life and recreate the family she tragically lost as a child . "
2905,1,"what could have been a neat little story about believing in yourself is swamped by heavy-handed melodrama . "
2907,1,"the movie's accumulated force still feels like an ugly knot tightening in your stomach . but is that knot from dramatic tension or a symptom of artistic malnutrition ? "
2909,1,"unfortunately , neither sendak nor the directors are particularly engaging or articulate . "
2910,0,"it's steps , a film that draws its inspiration from the marx brother to monty python and it was done on such a shoe-string budget , it would make a studio executive blush . "
2911,1,"a movie more to be prescribed than recommended -- as visually bland as a dentist's waiting room , complete with soothing muzak and a cushion of predictable narrative rhythms . "
2912,1," . . . if it had been only half-an-hour long or a tv special , the humor would have been fast and furious-- at ninety minutes , it drags . "
2913,0,"a dark and quirky comedy set in an eccentric north london jewish old age home , paradise grove revolves around a dysfunctional family comprising 79-year-old izzie goldberg , determined to die with dignity , his daughter dee perry , a mixture of traditional jewish mother and child of the sixties , and her teenage son keith , who's half-black and half-jewish , and understandably undergoing an identity crisis . "
2914,0,"during the course of the night each of the friends comes to terms with their lives and relationships and how they are not whom they thought each other was . "
2915,1,"on the granger movie gauge of 1 to 10 , the powerpuff girls is a fast , frenetic , funny , even punny 6 -- aimed specifically at a grade-school audience . "
2916,0,"just on the other side of thirty , dave is an unemployed sculptor clumsily going nowhere in a small town . "
2917,0,"but santa's got problems ( he's even mysteriously losing weight ) and things quickly go south when he finds out that his son , charlie , has landed on this year's "" naughty "" list . "
2918,0,"he leaves the city while searching for expression and finds a place to hide that he uses as his stage . "
2920,1,"you'll have more fun setting fire to yourself in the parking lot . you'll be more entertained getting hit by a bus . "
2921,0,"clashing their swords in fiece mortal combat , will and jack attempt to recapture the black pearl ship , save the british navy , and relinquish a fortune in forbidden treasure thereby lifting the curse of the pirates of the caribbean . "
