"name","is_positive","text"
668,1,"the film's salvation lies in the acting strength of everyone involved and the powerful presence of hounsou ."
669,1,"the prologue of alien 3 is a pure cinematic achievement by director david fincher , who had only directed music videos before his chance with this alien entry ."
670,1,"this realist tendancy can be inspiring at times , as 1993's schindler's list shows ."
671,1,"fa mulan ( ming-na wen , singing : lea salonga ) wants nothing more than to be a dutiful daughter and honor her family ."
672,1,"enjoyment of this movie doesn't require knowledge of film history , but if you've got it , "" chicken run "" is that much richer ."
673,1,"the palestinian community in 1998 new york is treated exactly as japanese americans were during world war ii ."
674,0,") and the climactic "" godzilla's nest "" sequence in madison square garden ."
677,0,"gene hackman is utterly wasted in a one-note , one-joke part that has him doing nothing but smoking , coughing and waxing rhapsodic about smoking and sex ."
680,0,"someone please tell me how this is supposed to move merchandise in the first place ."
681,0,"even the scenes with dozens of aircraft attacking the monster are so devoid of tension and suspense that they are yawn-provoking ."
682,0,"then suddenly at the end he turns the story on its ear with a large number of clues that appear that they should add up to something ."
683,1,"the musical number in paris is a show-stopper , with some of the backgrounds rendered in an impressionist painting style ."
684,1,""" -it's 
like , yeah , i know that already , i could see it on the screen !"
685,0,"the fictionalized documentary unmade beds did it more provocatively and with more of a sense of urgency than this film ."
686,0,"in fact , i enjoyed myself for most of its brief running time , despite the dreadful acting and a completely incomprehensible story ."
687,1,"danny glover is the voice of jethro , jeff goldblum of aaron , steve martin of hotep , helen mirren of the queen , michelle pfeiffer of tzipporah , martin short of huy and patrick stewart of seti ."
688,1,"thank you , whoever it was , for giving us a graphical user interface when we use our computers ! 
"
690,0,"sinise is a wonderful , wonderful actor , but after appearing in `snake eyes' and this vomit-inducing sham , i'm sure he wouldn't want to risk the embarrassment of a third collaboration ."
691,1,"everyone has been raving about thandie newton's performance , and how it should be rewarded ."
692,0,"at least he's got the right idea , since west canaan , texas is portrayed in the film as , frankly , pathetic , with the whole town treating the weekly football games as the second coming ."
693,1,"gibson plays a crook who gets double crossed by his partner after they heist a payroll ."
694,1,"spacey does a terrific job of bringing his seemingly unintelligent "" cripple "" character to life and baldwin , byrne , palminteri and the rest make for a good supporting cast ."
695,0,"i'd rather think of , "" the butcher boy , "" as a brief diversion for director jordan , rather than a total misfire ."
696,0,"the sparks fly between them , and so most of browning's inane dialogue is drowned out by the actors' sheer force of talent ."
698,1,"we never learn what is the exact nature of death , or why he's never done something like this before ."
699,0,"virtual seduction has many faults ( one of them is the fact that the video inexplicably has its own trailer before it begins ) ."
700,1,"the second is marcus ( ving rhames ) , a deeply religious black man who incorporates the power of jesus into a regular rescue operation ."
701,0,"a non-animated g-rated movie is a rarity these days but the rating here reflects the fact that all the guts , all the good stuff , has been exorcised from the finished product ."
702,1,"let me , thus , make my comparisons briefly so that it's out of my system : star trek : insurrection is not as good as the previous installment , star trek : first contact ; star trek : insurrection's comic tone may be best compared to star trek iv : the voyage home ; star trek ii : the wrath of khan is still the best trek movie ."
703,1,"there are some 80s classics and anti-classics like tears for fears "" everybody wants to rule the world , "" but unfortunately no stupid/fun 80s songs ( i think if i ever did an 80s reunion film , i'd put some crap go gos song on , or at least some good old "" come on eileen "" ) , but this is the british 80s we're talking about ."
705,0,"it's too bad stuart wasn't willing to spend more time with sheriff olmstead , far and away the most interesting and appealing character in the film ."
707,0,"in the beginning , in fact , i was amazed at how amateurish stone's performance was , but as the film progressed she got better ."
708,0,"plus the movie's ending ( understandably the result of the studio wanting the end of the film to have a "" hook "" for a sequel ) renders the rest of the film pointless ."
709,1,"if there's anything that affects americans the most it's politics and showbusiness ."
711,1,""" memento "" may be the year's best screenplay , and is certainly amongst the top theatrical attractions of 2001 . 
"
714,0,"sadly , if this dismal , cliche ridden and mind-numbingly boring action pic is anything to go by , they haven't got a chance in hell of even coming close ."
716,0,"shadow hours falls into the latter category , a mish-mashed train wreck of b-movie actors ( including michael dorn , aka star trek's worf ) , an uninteresting plot , vain attempts at capitalizing on the "" underground "" scenes of seedy los angeles , and really , really bad directing and horrendous music video-esque ballistic editing that was taught to me in film school right before i decided to drop out ."
717,1,"the bottom line : three to tango is a light , sharp , snappy romantic comedy with a superb ending , and great stars ."
718,0,"the plot concerns an armored car that gets stuck in the raging water ."
720,1,"many scenes appear staged , and a great deal of cutting-and-pasting has been done in the editing room ."
724,1,"rather live amid the ice than among modern virtues and other such south-winds !"
725,0,"and his american accent rivals richard gere's irish accent in the jackal ."
726,0,"is it any wonder douglas won't be able to resist the charms of a mysterious , potentially life-threatening blonde ( ever heard of glenn close ?"
727,1,"the film starts out with mel smiley and his cohorts doing a job on a white slaver ."
728,1,"in most films only a few characters exist for support in background , but this film is more realistic and believable as it incorporates a supporting cast the size of a small town and everyone has signficance ."
729,1,"no matter who else is in the cast , you can always count on a good performance by warner , who seems to be made to play the distinguished gentleman with a gaze of steel and will to match ."
730,0,"you're all familiar with the plot because you've seen it at least a million times before ; everyone picks on the hero until he shows a hidden talent and leads the underdog team to victory over the champions , in the process not only winning the respect of his teammates but also getting the woman he loves ."
731,1,"the central themes are fascinating ( sometimes reminiscent of james' the turn of the screw , and oates' accursed inhabitants of the house of bly ) , and the product that is built around it really wows ."
732,1,"however , this doesn't seem to appear until nearly over a hour into the film , so the film is never quite sure where it's going ."
733,1,">from the age of eleven to twenty one he was sent to a juvenile prison for a crime he did not commit ."
734,1,"the better picture between the two depends on the viewer , but the key to the success of the matrix is that the noise did not get in the way of the fun . 
"
735,1,"what happens then is an enjoyable and often hilarious cat-and-mouse game with the fates - involving such items as mistaken identity , a graduate homage , john corbett as a freaky new age musician , and eugene levy as an irate and crazed salesman -- to find out if that "" thing "" was right after all ."
737,1,""" 
rarely has a cinematic interpretation of "" the daemon "" approached the level of three-dimensionality and humanity with which it is portrayed in the novel ."
738,1,"when carol doesn't show up for work , melvin's routine is shot and he's determined to do something about it ."
740,1,"margaret is a devoted mother who is willing to risk everything to protect the ones she loves , and swinton captures every frustration , every fear , every subtle examination and every fervent realization and every nervous oscillation of her being ."
742,0,"i delighted in the sneaky-smart entertainment of ron underwood's big-underground-worm yarn tremors ; i even giggled at last year's critically-savaged big-underwater-snake yarn anaconda ."
743,1,"full of rich , shocking colors , we get to see a heaven that most of us would probably die to get to ."
744,1,"the heroine of my best friend's wedding is julianne potter ( julia roberts ) , a successful new york restaurant critic , and we open the film with a whimsical revelation to her editor george downes ( rupert everett ) that years ago , she had made a pact with her dear best friend and ex-lover michael o'neal ( dermot mulroney ) , a sports writer , that if they both hadn't married by the time they reached 28 , they had promised to marry each other ."
746,1,"or 
am i giving the filmmakers too much credit for something that might not have been their intention ?"
747,1,"russell crowe plays bud white , a muscle cop with a beef for wife beaters ."
748,0,"it's not the sort of film in which one would expect to achieve any moment of clarity , but there it was nonetheless ."
749,1,"from this moment forward , you know that this isn't going to be your run-of-the-mill romantic comedy ."
751,1,"jim dale provides one of his best carry on performances as the stupid sanitary engineer , and angela douglas is very effective in her role as the revengeful daughter ."
752,0,"movies about death should encourage you to live life to the fullest , which is what i'm going to do now ."
753,0,"briefly meeting as pre-teens and now attending the same college , the two bump into each other so many times that eventually they become best friends ."
754,1,"again and again , homer toys with the master plan and pays dearly for it ."
756,0,"the visual effects that bring this metallic bug to life are spectacular , seamlessly blending computer-generated imagery with the western surroundings ."
757,0,"the jungles of panama ( or their stand-ins in this case ) formed a very picturesque background ."
759,1,"this is incredibly annoying , and it reduces "" enemy of the state "" to a mechanical mishmash of flashy images that never expand the mind at any great depths , but still manage to entertain without any real problems ."
760,0,"in dante's peak , the city councilmembers are concerned , but they don't really try hard enough ."
761,0,"but the town appeals to the governor ( mel brooks in one of many uninspired , and unfunny roles ) to send them a new sheriff to protect them ."
762,1,"make sure listen closely throughout the film , as jerry is constantly throwing out interesting tidbits such as the above ."
764,1,") 
all become arenas for some of the most bone-rattling shoot-outs and punch-outs filmed ."
765,0,"keeping his victim in the dark about who he is by calling him joe and not telling him what's happening , he becomes the photographer for a few days ."
766,0,"even classics such as "" gone with the wind "" ( 1939 ) can be seen as inherently racist by its glossing over the subject matter ."
767,1,"there are a couple of instances where she declares her obvious interest , but they nearly come out of nowhere due to the fact that we're not sure what she's been thinking all the times in between ."
768,1,"`but "" final destination "" has more in store for one than one can imagine ."
769,1,"if it were forced into such a shape it would have been a completely different movie ( perhaps more like seven years in tibet , which is good in its own right ) ."
770,1,"when a young jackie surpasses her playing abilities , she tries in vain to make a comeback but can't , and almost seems to marry to get back at jackie for her success ."
772,0,"i can only think of a couple examples of tv going to the big screen effectively , the best known of those would have to be star trek ."
773,0,"stahl and holmes both show they have talent , but the direction isn't good enough to hone in on their skills ( stahl's performance seems more like a parody of high school potheads ) ."
775,0,"rather than support him his wife liane ( diane venora ) demands of him what are they supposed to do for income ."
778,1,"yet for all the viscera , i found the character study even more compelling ."
780,1,"as jacob , the simple but at times very bright loser brother of bill paxton's hank , thornton gives a performance which should leave an indelible mark on all but the most hardened viewers ."
781,1,"naturally , there's nothing like a life-threatening crisis to bring two people together , and quinn and robin's warmup to each other is sped up even further by the arrival of some bloodthirsty pirates ."
782,1,"everett's performance is a delight to watch ; he's clearly having fun , and his joy is infectuous ."
783,1,"both artists envisioned the horrors that man could do against the world , and represented this unspoken pain on the faces of the animals so that anyone who cares to really see what is going on , will not mistake which side of the fence he or she should be on ."
784,1,"but promises are made to be broken , especially when you're looking at a 17-day , limited engagement ."
787,1,"sure , it's been used over and over , but for some reason , it is always fun to watch ."
788,0,"the extent of her character development seems to be that she is a hard-working hairdresser ( who can somehow afford a cavernous apartment on the top floor of her building ) and she's kind of cute , so let's start the bleeding !"
789,1,"at the party , all of joe and ratzo's desires are made flesh ; joe flirts successfully with women and ratzo loads up on free salami ."
790,1,"but what do you expect from tony scott , the man who never met a five-second piece of film he ever liked ."
791,1,"it doesn't pretend to be deep , it doesn't weigh itself down with long expositions or intricate studies of its characters , it's basically just a "" cute movie "" in the same vein as chocolat and pay it forward , with some amazing visuals and incredibly nice intentions ( and if chocolat was somehow able to nab an oscar nomination for best picture last year ( a sham on so many different levels ) , you might as well slap this film up for consideration also , since it's quite a bit better and much mo"
792,0,"araki thinks that if he takes everything to the extreme , he'll make some kind of art ."
794,0,""" 
oh bacon glistens when he gets wet all right and looks like a rather fatty side of cheap flank steak when he's attempting reentry but otherwise it's lots of "" thermal "" shots and inanimate objects ( elisabeth shue included ) bobbing around without any visible signs of support ."
795,1,"but first they get some tips from a veteran hitchhiker , played by george carlin , who tells them to follow "" the book "" - the rules of the road ."
796,1,") 
the action is fast and furious , and the chases ( in the street , in a toy store , in an elevator , on a baggage carousel , and in an airplane ) keep getting bigger and better ."
797,0,"if only the rest of this formless , aimless ensemble comedy assembled so coherently ."
798,1,"given the mischievous nature of the devil , "" bedazzled "" has many amusing moments ."
799,1,"thanks to the impressive digital effects by ilm ( lucasfilm's industrial light and magic ) , we get to see the terror and destruction caused by tornadoes up close ; from stripping barns and houses to lifting up livestock !"
800,0,"the set decoration and costumes are great , and probably deserve an oscar nomination ."
801,0,"he shouts a lot about helping people , and a lot of people cry because they are moved by his words ."
802,0,"especially when he resorts to martial arts during the final showdown , and has a fight with willis that would look right at home in a jackie chan film ."
804,1,"the girls are alice ( claire danes ) and darlene ( kate beckinsale ) ."
805,1,"also making a great addition to the series is mini me , who is played by verne troyer ."
806,0,"the result is a character whose actions feel less like the authentic responses of an anguished man than the machinations of a high-concept movie plot ."
807,1,"she brought the talent with her that one would expect from an oscar winner ."
808,0,"the head is shown flying through the air , and lands in a fryer , where it begins to scream ."
809,0,"but if you ask me , the real truth of the matter is that the chinese critics association were determined not to punish the population into viewing richard gere running across rooftops in search for a fellow american ."
810,1,"like the previous films of rigormortis that i have reviewed , it displays an off-kilter humor and intelligence ?"
811,1,"helen ( weaver ) , after a traumatic near death encounter with a serial killer , darryl ( harry connick jr ."
812,0,"they all had a set of "" rules "" about what they could do , and how and why they would do it ."
813,0,"unless of course , you need something playing on your tv set while you waste some time around the house ."
814,1,""" beloved "" moves along freely , without a lot of explanation , and for the most part , this is extremely respectable ."
815,0,"likewise for token appearances by marsha "" roz "" warfield , paul rodriguez and "" politically incorrect "" host bill maher , before he was somebody ."
816,1,"but fortunately , beresford never forgets he's shooting a movie , and accordingly , he offers plenty of striking cinematic touches , such as gorgeous shots of flowers , trees , and tomatoes ."
817,1,"the failure of the film grounded the studio's animation department , and exiled the animation team to annex buildings in nearby glendale , and it seemed like animated features would no longer become a part of the studio's reputation ."
818,0,"guccione , in his pursuit of historical accuracy has instead made a film that is such a painstaking , arduous task to watch in its entirety that i doubt anyone can sit through an hour of it without irreversible psychological damage ."
820,0,"out of sight director steven sorderbergh baffles the hell out of us all in the limey , a cold , uninvolving , confusing new thriller ."
821,1,"the remaining eight , led by cleon's lieutenant swann ( michael beck ) , must now try to get to coney island , but this time unprotected by truce and instead being chased by all the gangs ."
822,0,"the scenes where nothing happens in chan's films have always been little more than glue thriftily spread to hold the action sequences together ."
824,0,"the idea of a ship that has some sort of life within its walls , a life that knows the fears and inner skeletons of the human passengers , is a promising one ."
825,0,"deep rising's peril in the water scenes pale next to cameron's ( but can you really blame them ) ."
826,1,"jackie chan , in his first completely american production , makes an impressive debut by mixing dialogue with martial arts ."
827,1,"ordinarily , that alone would be enough to sink a movie , but in the case of "" fallen angels "" , this is not so ."
830,0,"the obligatory hot babe is the 2000 spiritual cinematic descendent of the cute hippie chick , the cute rock and roll chick and the cute disco chick : the cute wiccan chick ."
832,0,"nicolas cage plays family man detective tom welles , who is asked by upper class toff mrs ."
833,0,"it would have been better if the filmmakers rid the film of the live action sequences , put on an electronica soundtrack , and sell it as one of those popular _mind's eye_ videos ."
834,0,"of course , you can't really blame the brass for the inclusion of jerry o'connell in this fine crew of thespians ."
837,0,"still , i suppose that if you're looking for a movie that is "" so bad it's good , "" you could do worse than bats ."
840,0,"a road movie , a teen comedy , a mob thriller , a drama about family relationships -- you name the cliche and "" excess baggage "" likely covers its territory ."
843,0,"it appears that she begins to admire morse ( who enjoys here attentions , but isn't sure what to do about it--she doesn't realize that he is a drifter , and knows nothing about his past ) , and this causes friction between arkin and almost everyone else ."
844,0,"the following review contains some harsh language * * * 
the blair witch project ."
845,1,""" 
as a result nearly every review of "" brokedown palace "" i subsequently read became hopelessly entangled in making the obvious comparisons ."
848,1,"in order to do that , he must eliminate not only the queen ( anne bancroft ) , but the weakest of the colony , namely the worker ants ."
849,1,"her face portrays a lot of emotion that you can tell when she is sad , happy , or in deep thought ."
850,1,"as his mom gets in deeper and deeper trying to cover up a crime he didn't commit , beau becomes suspicious of her actions and apparent new companion , turning tables ."
851,0,"the virtue of a semi-autobiographical project would seem to be the wealth of material available ."
852,0,"in light of the impending sequel , which apparently plays fast and loose with the ending of this movie , i will not talk about the ending -- except to say that they found a remarkably good ending for such a drab movie ."
854,0,"oh , and jam ( real name jeremiah ) has a really , really annoying ultra-religious mother who ought to be reported to the child welfare agency ."
855,0,"i was able to predict the plot of the _whole_ story , which wouldn't be so bad if other aspect of the film somewhat interesting ."
856,1,"somewhere inside the ship , lovett's crew discover a sketchbook of an artist long dead ."
857,0,"there you have a heartbeat , and emotional draw that doesn't let the audience catch its breath ."
858,0,"the ending , as it turns out , is not entirely a happy one and is one of the film's finer moments ."
859,0,"his entrance , however , is a grand one : out from the trees he leaps , gargantuan and imposing , sporting hands big enough to crush a volkswagen bug , and a pair of feet much larger than any pro basketball player will ever have ."
860,1,"in one gloriously horrific scene , chris and his "" tracker "" ( max von sydow ) arrive at a sea of faces ."
862,1,"it's been done throughout film history over and over again , and has become one of the many sub-genres , like the prep school sub-genre , the angst-filled teen sub-genre , and the slasher sub-genre ."
863,1,"gotham city is dark and foreboding , almost as if it were an expressionist vision of new york ."
864,0,"throughout , all i could really think of is how virtually the same exact story had been filmed with a great deal more thoughtfulness and maturity in 1983's "" all the right moves ."
865,1,"let the director explain on his own pace and you'll enjoy the movie vastly more . 
"
866,0,"only for die-hard creature feature fans , this might be fun if you could check your brain at the door ."
867,1,"backing up zane is david warner as lovejoy , cal's personal assistant ( or "" man "" as they said at the turn of the century ) ."
868,1,"star trek : insurrection begins with scenes of the tranquil life on the ba'ku homeworld ."
869,1,"a beautiful cast , awesome special effects , fast-paced action , campy acting , and a whole lot of gore ."
870,1,"the only mistake anderson made in trying to connect his characters was by making his actors all sing an aimee mann song simultaneously ."
871,1,"there , forcing him to lock the place up because if he died , so did they ."
872,1,"the battles in the thin red line are astonishing and display a mastery of filmmaking ."
873,1,"when his colleague at the oakland tribune is in an ugly car wreck and dies , everett must take over for her at a vital interview session ."
874,1,"but the pacing of the story moves from deliberate to downright sluggish and the payoff of the tale left me less than satisfied ."
875,1,"she is on an expedition with her father ( professor porter ) , and a despicable hunter ( clayton ) searching for gorillas ."
876,0,"it is a disaster of biblical proportions , signified to us by one person dragging a cross down a road ."
877,0,"it's merely that with osmosis jones , the farrellys humor is too juvenile , too predictable ."
879,1,"maybe she can get through to him , and maybe she can learn something about the money that he has stashed away ."
881,0,"platt and white , on the other hand , seem to be giving their best efforts , and they manage to squeeze a few chuckles out of this sorry script . 
"
882,0,"a glimmer of his true nature peeks out during an early sex scene with his wife as he goes about his business , oblivious to jasmine's concerns ."
883,0,"with bizarre clothing , eccentric mannerisms and a few pounds of makeup , anne bancroft seriously overacts in this role ."
884,1,"for his entire career , ford has been underappreciated as an actor due to his pigeonholing as an action hero ."
885,1,") 
renfro was recently charged with possession of cocaine-i hope he doesn't continue down that path , because he has a big future in good movies waiting for him ."
886,0,"if first-time director hal salwen could shoot an entire movie of characters typing at their computers , he would ."
888,0,"in the final third , the film undergoes another transformation , this time to unbridled sentimentality ."
889,0,"in fact , the only time i really laughed was when a priest gets stoned on a marijuana-laced pizza , and that was just because it was so surreal ."
890,1,"this isn't really a bad thing , as the songs are very high-energy and catchy ( i found myself singing one to myself for most of the following day ) ; it's just different ."
892,0,"add that to a completely unsuccessful romance element , many lame and corny jokes , a long wait for the setup , and an ending that takes all the blackness out of this "" black comedy "" ( if you're gonna create a black comedy , don't chicken out in the end-see very bad things ( 8/10 ) for a perfect example ) , and you've got yourself a trite mtv creation worthy of its own subject matter ."
893,1,"as the boomers age , expect to see more mid-life crisis films to catch the attention of that demographic ."
895,0,"this film would never have been made if not for the star power of travolta , who for over a decade , had been trying to persuade studios to bring the story to the big screen ."
897,1,"it also makes a telling point about politics , friendship , and class boundaries ."
898,1,"but now i fully understand why this has become the film that other epic films are judged against -- the winner of seven academy awards in 1963 for best picture , director , editing , cinematography , art direction , music , and sound ."
899,1,"it pauses for a moment before the "" field "" cracks under the bus' weight and the bright yellow vehicle vanishes in an effortless moment , a single smooth second of time ."
901,0,"barb wire , pamela anderson lee's first foray into films , highlights the fact that her only talent lies in her silicone enhanced assets ."
903,1,"in one scene , she actually looks dead while someone is having sex with her ."
904,0,"i did everything i possibly could to stay awake during the screening ."
905,1,"casting "" doogie howser "" star neil patrick harris as mind-reading military intelligence is only one of the guilty pleasures of "" starship troopers , "" a hugely entertaining , mega-budgeted sci-fi yarn directed by paul verhoeven , who's making quite a recovery from his 1995 g-string epic "" showgirls ."
906,1,") during the opening prehistoric sequence , a howling wind dogs the soundtrack , never giving the characters or the audience an escape from the lonely terrible sound ."
907,0,"marlon wayans stars as darryl witherspoon , a college senior vying for a lucrative job at a prominent brokerage ."
909,1,"the opening sequence is the initiation for the recruits , which is getting their heads shaved ."
910,0,"once the dean catches wind of the clinic , he tells patch he can't graduate and kicks him out of school ."
912,1,"this one time , however , god answers his prayers , and sends down the lovable guardian angel clarence ( travers ) to try and save george ."
913,1,"it's totally unbelievable that carol would ever consider liking melvin ."
914,1,"steven confesses everything and , although at first suspicious , she later allows sarah to move into their guest room and eventually into their life ."
915,1,"wild things is supposed to have sex in it ( what film with that title wouldn't ?"
916,1,"it's a serious and touchy subject , but producer scott rudin viewed it as the setting for a potentially hilarious comedy , and pitched it to screenwriter paul rudnick ."
917,1,"usually a movie is about something more than a soiled rug , but not the big lebowski ."
918,1,"he's perfect for a role like this , and at the same time he reassures us he's not bound by playing the psycho ( though he is good at it , as he shows in face/off ) ."
919,0,"but the movie really centers around the outrageously hammy performance of jon voight ."
920,0,"it achieves that goal rather admirably , but because it is that , the plot is just screaming for help ."
921,0,"synopsis : an aging master art thief , his supplier , and a young , buxom security consultant are all not who they first appear to be ( or are they ?"
922,0,""" earthquake "" has got to be one of the worst movies of all time , but at least they had the joke of having charlton heston sleeping with genevieve bujold ."
923,0,") , conflict ( who will triumph is not anybody's guess ) , and believability ( not that i expected it ) ."
924,1,"alek spera is a wrong side of the tracks loser who arrives after reese's body has been discovered ."
925,1,"the underwater chase scene and the ladder scene afterwards is one of the most tense , thrilling , and jaw-dropping scenes in the entire saga ( with a small allusion to jeunet's earlier film , "" delicatessen "" ) ."
926,1,"the drag race finale is yet something of a drag , and i never have thought much of "" greased lightening , "" the film's big "" guy "" number ( that choreography -- ack !"
927,0,"in this 3 hour advertisement for his new hair weave , costner plays a nameless drifter who dons a long dead postal employee's uniform and gradually turns a nuked-out usa into an idealized hippy-dippy society ."
929,1,"though his hairstyle is absurd , jackson seems to infuse such a great deal of pain into his role that the mortar board hairdo can easily be overlooked ."
930,1,"he spins and darts across the screen like sanders cutting back through the defensive line ."
931,0,"there are moments when that day takes on some of the emotional richness it strives for--in a young couple's first kiss , in the awkward meeting of a woman and her husband's mistress--but they are brief ."
932,0,"the movie starts off with a bang : a howler of an opening credits sequence that is a cheap steal from the james bond series , complete with cheesy graphics and an overbearing jazz score by bill conti ( "" rocky "" ) ."
933,1,"tom has no choice but to grab the bag full of money , hide it , and swim for his life ."
935,0,"badly written plot and badly written characters are sometimes worse than no plot and no characters at all ."
936,1,"so they decided to make the dialogue as obtuse as possible so that no one could figure out what the heck they were talking about ."
937,1,"it's pretty obvious the film's makers drove the truck for several miles to give the appearance that mulder had been driving for a long time , but in the end it looks like mulder just dropped from the sky and started driving . 
"
939,0,"let's explore the logic there : is this really a very efficient way to decrease the bat population ?"
941,1,"holly hunter , who gets extra credit just for appearing in something like this , is pretty good , and so is rosanna arquette ( who adds a kinda cool kinkiness to her role ) ."
942,1,"when the film opens , she's living with her painter boyfriend , whom she believes to be cheating on her ."
943,1,"paltrow , who does double duty as two helens who are initially the same , yet gradually become much different , is the standout ."
944,1,"the second disc features even more goodies for the person who loves extras ."
949,0,"you know any movie with that much play would succeed even if it was the worst movie ever made ."
950,1,"kermit and miss piggy continue to get to know each other a little better , including a rather funny scene at a restaurant with steve martin as the waiter ."
951,1,"it's touching , it's sincere , and it's what ultimately makes this movie work ."
952,1,"there was something especially compelling about the nature of his voice ."
953,1,"when sir mordred ( patrick bernhard ) accuses lancelot of the affair , other knights , including sir gawain ( humbert balsan ) spring to lancelot's defense ."
954,0,"after some script gymnastics , g appears live on the air at the good buy shopping network , wreaking havoc on the cheesy product demonstrations , enraging network owner mr ."
956,1,"with a running time of less than an hour and a half , raimi gets away with the impossible , making a horror film with more gore than plot and intentionally more laughs than scares ."
957,1,"event horizon is a sci-fi horror film , much truer to the word than say , alien would ever be ."
958,1,"once again , roderick jaynes - the alter ego of ethan and joel coen - is on board as editor ."
959,0,"one day she decides to retire , but her employers are anything but enthusiastic about that ."
960,1,"but by the time he pieces this together , he is too late ; orlock has already embarked to hutter's hometown via boat ."
961,1,"the strangers have the ability to 'tune , ' or warp reality using telepathic powers ."
962,1,"the leader of harold's planet ( ben kingsley ) tells him to marry her , and harold is soon exposed to all the "" joys "" of married life ."
963,1,"the opening crawl tells us that the galaxy is in turmoil over the taxation of trade routes , and the greedy trade federation has used it's armada of powerful space battleships to blockade the planet naboo ."
964,1,"aggressive , bleak , and unrelenting film about an interracial couple , steve and sam ( damon jones and elexa williams respectively ) , who are viciously attacked in a parking garage one night by a gang of skinheads ."
965,0,"further respectability comes from ben kingsley's high-powered performance ."
968,1,"the character's transformation from an ingenuous and polite rookie to a paranoid veteran is very apparent and justifiable ."
969,1,"the man who ordered the murder has been under our nose all along , and we don't realize this until the end when both richard and gerard put the pieces together ."
971,1,""" 
she then falls in love with him and manages to reawaken emotions within l ?"
973,0,"sam catches up to him at the bus station and he asks her to come to boston with him ."
974,0,"the biggest shame to fall on his shoulders is his newest film , nutty professor ii : the klumps ."
975,0,"linz , home alone 3 ) as a pint-sized superhero , delivering newspapers with the pinpoint accuracy of a david beckham cross , foiling the diabolical plans of the evil ice cream man ( jamie kennedy , jay and silent bob strike back ) and landing the neighborhood honey ( brooke anne smith ) , who , by the way , is the hottest chick in a disney film since emmanuelle chriqui played claire boner in snow day ."
976,0,"along with mickey and pedro , jim becomes a victim of the street , living from fix to fix and sinking lower and lower ."
977,1,"chris cooper ( the horse whisperer ) , as homer's father , is less likeable -- even downright despicable at times -- but his turn here gives gravity to the movie ."
978,0,"however , i doubt that people are going to be very nostalgic about the hollywood products of that period ."
979,0,"it would have been far better to take the half-hour or so needed to tell his life story first ( ala _it's a wonderful life_ ) , so that i can build up respect for him , so i could know and possibly care for him , his children , and his long-suffering wife ( played superbly by annabella sciorra ) ."
980,1,"immediately upon release , he steals valuable silverware from a kindly bishop who takes him in for a night ; he is caught by authorities , only to be forgiven by the bishop , who lets valjean keep the silver to start a new life on the straight and narrow ."
981,1,"the irony is that , while admitting to having no religious faith , she holds onto her belief in extraterrestrial life with such passion and conviction that it becomes , in a sense , a religion in its own right ."
982,1,"elmer bernstein's music also tells the story perfectly , in a dark , yet calming manner ."
983,1,"one night , they are both put under a hypnotic trance by a magician , and unbeknownst to them , placed under his control ."
984,0,"he got exactly that in "" zardoz , "" and it's a wonder it didn't end his career ."
985,1,""" 
 "" the big lebowski "" plays like an amalgam of all the coen brothers' earlier efforts ."
986,1,"but after drinking in the rich production values , the cup remains only slightly over half-full . 
"
988,1,"every night , around midnight , john notices that the whole city enters a state of suspended animation , and at this time , creepy alien experimenters known as the 'strangers' come out and do nasty things like inject fake memories into people's heads with big hypodermic needles ."
989,0,"not only does she manage to keep all her clothes on ( her trademark in earlier films such as species and maximum risk was to strip naked as often as possible ) , but she actually puts on even more clothes as the film progresses ."
991,1,"steven spielberg is now considered as one of the hollywood deities , because of the rare capability to deliver both huge commercial hits , like jurassic park , and "" oscar "" -awarded critical triumphs like schindler's list ."
993,1,"you know , when you are affraid to put your feet on the floor because the creature might be under the chair , or when you keep trying to cover your throat with your shirt ?"
994,0,"eddie griffin fans may enjoy this derivative ( although offensive ) yarn , but everyone else should stay the hell away ."
995,1,"and the sequence of all the high-level workers doing their jobs has a kind of gilliam-esque feel to it , showing the nightmare of slipping into a routine zombie-like life ."
996,1,"in many ways , "" the horse whisperer "" comes from the same poetic vein as "" river , "" and the movie could probably be a good fifteen minutes shorter if redford had decided to spend less camera-time on the grass and mountains ."
997,0,"don't forget to recommend a film , read the journal , or send me some of that nasty hate mail ."
998,1,"we also fleetingly see emma's lover jason ( chris o'donnell ) , an ambitious but far too excitable young cop ."
1000,1,"estranged from both his wife and his daughter , lester starts to crack under the stress ."
1002,0,"will ferrell , who again proves himself incapable of doing anything but sketch comedy , shows up as the wildlife marshal inspector who thinks the two have stolen a monkey ."
1003,1,"this marxist worldview is presented in braveheart without any subtlety ."
1005,1,"they are carefully built to generate tension with just the right tight close-ups and pauses , right before the action starts ."
1006,0,"the plot , as it were , is a series of coincidences combined with extreme leaps of faith and a trifecta of stupid cell phone tricks ."
1007,0,"the film has a number of worthy messages about the state of the modern medical business with hmos and managed care ."
1008,1,"there is a great deal of banter between anya and dimitri that is very funny , and their relationship develops quite naturally as the film progresses ."
1009,1,"some of the subjects covered are probably near taboo for indian films ."
1010,0,"nothing could be further from the truth , as matter of fact , sandler's idiot voice started to get on my nerves at points in this film ."
1011,0,"i think that anthony hopkins is one of the greatest screen actors , and he chews the scenery in this movie , brilliant as ever ."
